1778696514.074		463	76	24	272	91	275	79	129	0	200
1778696514.127		440	72	22	308	38	308	84	312	0	200
1778696514.179	close]	469	82	24	332	31	335	98	126	0	404
1778696514.230		390	66	36	256	32	257	79	129	0	200
1778696514.283		788	138	30	578	42	581	84	312	0	200
1778696514.334	close]	700	138	31	459	72	464	98	126	0	404
1778696514.387		441	80	24	303	34	304	79	129	0	200
1778696514.439		555	77	24	408	46	411	84	312	0	200
1778696514.490	close]	508	75	39	348	46	350	98	126	0	404
1778696514.543		497	74	23	356	44	359	79	129	0	200
1778696514.595		493	71	22	337	63	338	84	312	0	200
1778696514.647	close]	490	73	22	263	132	264	98	126	0	404
1778696514.698		591	82	24	426	59	428	79	129	0	200
1778696514.750		500	84	22	352	42	354	84	312	0	200
1778696514.801	close]	620	88	24	452	56	455	98	126	0	404
1778696514.853		598	111	28	425	34	429	79	129	0	200
1778696514.904		465	75	23	337	30	339	84	312	0	200
1778696514.956	close]	589	84	26	410	69	411	98	126	0	404
1778696515.006		522	73	22	389	38	391	79	129	0	200
1778696515.058		559	69	22	394	74	395	84	312	0	200
1778696515.110	close]	536	84	23	341	88	342	98	126	0	404
1778696515.161		556	79	24	405	48	407	79	129	0	200
1778696515.212		489	66	16	360	47	362	84	312	0	200
1778696515.263	close]	602	87	22	443	50	444	98	126	0	404
1778696515.314		622	93	27	375	127	377	79	129	0	200
1778696515.365		500	78	23	365	34	367	84	312	0	200
1778696515.416	close]	600	75	26	441	58	442	98	126	0	404
1778696515.467		495	73	22	318	82	318	79	129	0	200
1778696515.517		656	89	24	485	58	487	84	312	0	200
1778696515.568	close]	529	73	17	395	44	398	98	126	0	404
1778696515.619		402	63	20	282	37	283	79	129	0	200
1778696515.669		506	77	18	359	52	361	84	312	0	200
1778696515.720	close]	459	77	21	327	34	330	98	126	0	404
1778696515.770		971	98	23	801	49	803	79	129	0	200
1778696515.821		673	98	27	499	49	504	84	312	0	200
1778696515.871	close]	535	112	24	363	36	366	98	126	0	404
1778696515.922		469	75	24	337	33	338	79	129	0	200
1778696515.972		530	77	24	389	40	391	84	312	0	200
1778696516.022	close]	504	70	21	353	60	354	98	126	0	404
1778696516.072		654	96	27	472	59	475	79	129	0	200
1778696516.121		541	85	19	397	40	399	84	312	0	200
